Date,Open,High,Low,Close,Adj Close,Volume
2003-01-17,8.550000,8.583333,8.250000,8.336666,5.829101,219732
2003-01-20,8.353333,8.543333,8.353333,8.496666,5.940975,97068
2003-01-21,8.583333,8.650000,8.416666,8.430000,5.894362,162324
2003-01-22,8.576666,8.576666,8.336666,8.443333,5.903687,170364
2003-01-23,8.420000,8.443333,8.336666,8.420000,5.887370,108996
2003-01-24,8.350000,8.500000,8.350000,8.483333,5.931653,107292
2003-01-27,8.416666,8.493333,8.296666,8.383333,5.861732,146064
2003-01-28,8.296666,8.433333,8.293333,8.346666,5.836095,84684
2003-01-29,8.330000,8.360000,8.250000,8.250000,5.886037,93072
2003-01-30,8.250000,8.376666,8.250000,8.336666,5.947868,92868
2003-01-31,8.250000,8.370000,8.250000,8.333333,5.945491,95640
2003-02-03,8.253333,8.496666,8.253333,8.396666,5.990678,146712
2003-02-04,8.333333,8.460000,8.313333,8.443333,6.023973,122292
2003-02-05,8.333333,8.580000,8.333333,8.546666,6.097697,145104
2003-02-06,8.393333,8.746666,8.393333,8.650000,6.171420,167868
2003-02-07,8.553333,8.743333,8.553333,8.710000,6.214229,221544
2003-02-10,8.666666,8.666666,8.266666,8.333333,5.945491,151332
2003-02-11,8.333333,8.430000,8.000000,8.353333,5.959761,193536
2003-02-12,8.336666,8.416666,8.250000,8.333333,5.945491,135132
2003-02-13,8.333333,8.333333,8.333333,8.333333,5.945491,0
2003-02-14,8.383333,8.383333,8.120000,8.243333,5.881280,206664
2003-02-17,8.560000,8.560000,8.250000,8.270000,5.900307,463764
2003-02-18,8.170000,8.500000,8.170000,8.466666,6.040618,77328
2003-02-19,8.486666,8.726666,8.416666,8.700000,6.207093,182460
2003-02-20,8.546666,8.783333,8.546666,8.750000,6.242765,153876
2003-02-21,8.600000,8.833333,8.600000,8.800000,6.278440,157104
2003-02-24,8.833333,8.913333,8.750000,8.910000,6.356920,179208
2003-02-25,8.750000,8.986666,8.750000,8.933333,6.373568,154680
2003-02-26,8.943333,9.016666,8.863333,8.993333,6.416375,157452
2003-02-27,8.950000,9.083333,8.926666,9.053333,6.459182,157536
2003-02-28,9.050000,9.203333,9.003333,9.116666,6.504368,185952
2003-03-03,9.126666,9.166666,9.000000,9.116666,6.504368,121524
2003-03-04,9.046666,9.083333,8.863333,8.930000,6.371189,69468
2003-03-05,9.000000,9.000000,8.603333,8.926666,6.368811,116520
2003-03-06,8.813333,8.936666,8.813333,8.916666,6.361676,51372
2003-03-07,8.520000,8.913333,8.520000,8.820000,6.292709,114024
2003-03-10,8.636666,8.800000,8.636666,8.750000,6.242765,93756
2003-03-11,8.550000,8.746666,8.443333,8.683333,6.195204,84312
2003-03-12,8.750000,8.766666,8.696666,8.746666,6.240388,51048
2003-03-13,8.743333,8.793333,8.603333,8.753333,6.245146,87168
2003-03-14,8.753333,8.753333,8.753333,8.753333,6.245146,0
2003-03-17,8.666666,8.666666,8.343333,8.526666,6.083426,67944
2003-03-18,8.526666,8.526666,8.526666,8.526666,6.083426,0
2003-03-19,8.583333,8.666666,8.513333,8.600000,6.135748,121692
2003-03-20,8.333333,8.793333,8.333333,8.760000,6.249900,125328
2003-03-21,8.750000,8.793333,8.603333,8.783333,6.266549,160392
2003-03-24,8.666666,8.770000,8.626666,8.743333,6.238010,75516
2003-03-25,8.516666,8.760000,8.516666,8.730000,6.228497,52380
2003-03-26,8.750000,8.833333,8.666666,8.716666,6.218982,49128
2003-03-27,8.743333,8.750000,8.550000,8.643333,6.166664,119076
2003-03-28,8.646666,8.746666,8.633333,8.696666,6.204713,107388
2003-03-31,8.603333,8.770000,8.603333,8.726666,6.226116,187920
2003-04-01,8.670000,8.786666,8.670000,8.780000,6.264171,150888
2003-04-02,8.763333,8.960000,8.763333,8.913333,6.359298,115188
2003-04-03,8.960000,9.160000,8.960000,9.126666,6.511502,107460
2003-04-04,9.166666,9.293333,9.046666,9.076666,6.475828,126336
2003-04-07,8.916666,9.210000,8.916666,9.176666,6.547174,133608
2003-04-08,9.216666,9.216666,9.050000,9.120000,6.506746,122460
2003-04-09,9.053333,9.186666,9.053333,9.166666,6.540040,66456
2003-04-10,9.043333,9.210000,9.043333,9.146666,6.525772,174696
2003-04-11,8.583333,9.203333,8.583333,9.166666,6.540040,49056
2003-04-14,9.166666,9.166666,9.166666,9.166666,6.540040,0
2003-04-15,8.593333,9.166666,8.593333,9.100000,6.492479,27780
2003-04-16,9.283333,9.283333,9.083333,9.093333,6.487720,25416
2003-04-17,9.166666,9.166666,9.043333,9.086666,6.482964,60192
2003-04-18,9.086666,9.086666,9.086666,9.086666,6.482964,0
2003-04-21,9.000000,9.120000,8.843333,8.903333,6.352164,41856
2003-04-22,9.000000,9.083333,8.996666,9.043333,6.452046,104160
2003-04-23,9.043333,9.116666,9.043333,9.080000,6.478208,34284
2003-04-24,9.043333,9.136666,9.043333,9.043333,6.452046,60720
2003-04-25,9.046666,9.063333,9.043333,9.043333,6.452046,158004
2003-04-28,8.670000,9.053333,8.646666,8.996666,6.418754,343848
2003-04-29,8.916666,8.916666,8.333333,8.466666,6.040618,87972
2003-04-30,8.480000,8.786666,8.170000,8.393333,5.988300,75372
2003-05-01,8.393333,8.393333,8.393333,8.393333,5.988300,0
2003-05-02,8.166666,9.083333,8.166666,9.030000,6.442534,168576
2003-05-05,9.076666,9.126666,8.850000,9.096666,6.490099,160704
2003-05-06,9.166666,9.166666,9.000000,9.120000,6.506746,117132
2003-05-07,9.163333,9.166666,9.063333,9.120000,6.506746,123216
2003-05-08,9.026666,9.163333,9.026666,9.103333,6.494853,72012
2003-05-09,9.120000,9.146666,8.750000,8.953333,6.387836,239892
2003-05-12,8.903333,9.083333,8.903333,9.046666,6.454424,78492
2003-05-13,9.020000,9.113333,9.000000,9.083333,6.480586,123420
2003-05-14,9.083333,9.116666,8.876666,9.000000,6.421132,92724
2003-05-15,9.166666,9.166666,8.926666,9.050000,6.456803,98664
2003-05-16,8.333333,9.166666,8.333333,9.110000,6.499612,378000
2003-05-19,9.020000,9.153333,9.020000,9.103333,6.494853,415020
2003-05-20,9.153333,9.153333,8.896666,9.076666,6.475828,68700
2003-05-21,9.083333,9.083333,8.950000,9.000000,6.421132,43548
2003-05-22,9.076666,9.210000,9.003333,9.170000,6.542418,117648
2003-05-23,9.163333,9.243333,9.033333,9.120000,6.506746,73464
2003-05-26,9.163333,9.166666,8.960000,9.136666,6.518638,165408
2003-05-27,9.063333,9.153333,9.033333,9.083333,6.480586,285396
2003-05-28,8.963333,9.230000,8.963333,9.136666,6.518638,133008
2003-05-29,8.436666,9.170000,8.436666,9.120000,6.506746,206976
2003-05-30,9.103333,9.243333,9.000000,9.196666,6.561443,91596
2003-06-02,9.166666,9.330000,9.086666,9.166666,6.540040,162996
2003-06-03,9.000000,9.233333,9.000000,9.166666,6.540040,157596
2003-06-04,9.116666,9.200000,9.103333,9.166666,6.540040,65448
2003-06-05,9.110000,9.583333,9.110000,9.516666,6.789751,387144
2003-06-06,9.180000,10.043333,9.180000,10.003333,7.136968,1986732
2003-06-09,10.396666,10.396666,9.586666,9.950000,7.098917,123120
2003-06-10,9.833333,10.033333,9.586666,9.666666,6.896769,98676
2003-06-11,9.666666,9.750000,9.250000,9.736666,6.946711,191256
2003-06-12,9.710000,9.710000,9.503333,9.570000,6.827803,37140
2003-06-13,9.500000,9.666666,9.460000,9.530000,6.799266,104172
2003-06-16,9.500000,9.666666,9.393333,9.630000,6.870610,74256
2003-06-17,9.510000,9.720000,9.416666,9.670000,6.899148,125544
2003-06-18,9.463333,9.666666,9.463333,9.583333,6.837314,51696
2003-06-19,9.603333,9.750000,9.500000,9.716666,6.932444,136608
2003-06-20,9.576666,9.703333,9.570000,9.626666,6.868234,791316
2003-06-23,9.666666,9.833333,9.666666,9.733333,6.944336,110004
2003-06-24,9.670000,10.110000,9.670000,10.000000,7.134593,141084
2003-06-25,10.083333,10.083333,9.916666,9.930000,7.084650,86136
2003-06-26,9.800000,9.916666,9.670000,9.833333,7.015679,123744
2003-06-27,9.730000,10.460000,9.730000,10.226666,7.296307,234636
2003-06-30,10.000000,10.416666,10.000000,10.350000,7.384303,212652
2003-07-01,10.376666,10.376666,10.000000,10.013333,7.144104,80388
2003-07-02,10.270000,10.416666,10.126666,10.146666,7.239228,125724
2003-07-03,10.166666,10.333333,10.003333,10.003333,7.136968,68724
2003-07-04,10.050000,10.083333,9.893333,9.913333,7.072756,65820
2003-07-07,10.083333,10.083333,9.916666,9.950000,7.098917,79788
2003-07-08,9.843333,10.000000,9.836666,9.903333,7.065621,66336
2003-07-09,9.843333,10.000000,9.750000,9.893333,7.058487,81300
2003-07-10,11.666666,11.666666,9.833333,9.960000,7.106053,67020
2003-07-11,10.000000,10.163333,9.843333,9.920000,7.077512,128832
2003-07-14,10.000000,10.166666,10.000000,10.010000,7.141724,70968
2003-07-15,10.003333,10.250000,10.000000,10.193333,7.272525,144132
2003-07-16,10.083333,10.583333,10.083333,10.466666,7.467539,244452
2003-07-17,10.583333,10.626666,10.250000,10.386666,7.410460,252744
2003-07-18,10.170000,10.416666,10.166666,10.300000,7.348628,97056
2003-07-21,10.333333,10.396666,10.010000,10.100000,7.205937,92100
2003-07-22,10.083333,10.500000,10.000000,10.403333,7.422349,81540
2003-07-23,10.166666,10.576666,10.166666,10.363333,7.393815,102324
2003-07-24,10.416666,10.563333,10.310000,10.353333,7.386682,76020
2003-07-25,10.563333,10.563333,10.260000,10.346666,7.381922,119064
2003-07-28,10.000000,10.496666,10.000000,10.183333,7.265391,124716
2003-07-29,10.333333,10.333333,10.026666,10.083333,7.194046,178944
2003-07-30,10.083333,10.416666,10.076666,10.160000,7.496562,738432
2003-07-31,10.143333,10.166666,10.046666,10.143333,7.484270,804288
2003-08-01,10.036666,10.143333,9.943333,9.980000,7.363751,1184028
2003-08-04,10.000000,10.080000,9.846666,9.946666,7.339155,1183932
2003-08-05,10.000000,10.033333,9.846666,9.920000,7.319478,205968
2003-08-06,9.876666,10.126666,9.833333,9.883333,7.292429,188256
2003-08-07,9.886666,9.996666,9.736666,9.936666,7.331777,105480
2003-08-08,9.910000,9.930000,9.833333,9.883333,7.292429,140568
2003-08-11,9.916666,9.960000,9.833333,9.880000,7.289966,187044
2003-08-12,9.916666,9.950000,9.583333,9.730000,7.179288,292116
2003-08-13,9.876666,9.966666,9.710000,9.880000,7.289966,130440
2003-08-14,9.876666,9.960000,9.666666,9.870000,7.282587,106584
2003-08-15,9.870000,9.870000,9.870000,9.870000,7.282587,0
2003-08-18,10.000000,10.000000,9.836666,9.966666,7.353911,154008
2003-08-19,9.916666,10.083333,9.876666,9.933333,7.329319,80796
2003-08-20,9.916666,10.160000,9.916666,10.003333,7.380966,713028
2003-08-21,10.086666,10.166666,10.000000,10.030000,7.400644,182160
2003-08-22,9.963333,10.083333,9.960000,10.036666,7.405561,136968
2003-08-25,10.013333,10.293333,10.000000,10.046666,7.412939,385452
2003-08-26,10.016666,10.110000,10.016666,10.053333,7.417862,202056
2003-08-27,10.063333,10.536666,10.063333,10.470000,7.725296,874116
2003-08-28,10.546666,11.580000,10.336666,11.436666,8.438556,1629900
2003-08-29,11.660000,12.083333,11.250000,11.360000,8.381984,346392
2003-09-01,10.460000,11.583333,10.460000,11.530000,8.507418,420144
2003-09-02,11.500000,11.660000,11.333333,11.553333,8.524636,310452
2003-09-03,11.500000,11.833333,11.303333,11.750000,8.669744,402564
2003-09-04,11.666666,12.500000,11.666666,12.416666,9.161649,504744
2003-09-05,12.500000,12.603333,12.000000,12.236666,9.028836,291708
2003-09-08,12.503333,12.793333,12.376666,12.696666,9.368244,244260
2003-09-09,12.793333,12.866666,12.093333,12.703333,9.373168,317916
2003-09-10,12.416666,12.743333,12.083333,12.480000,9.208376,248388
2003-09-11,12.453333,12.583333,12.270000,12.500000,9.223136,115464
2003-09-12,12.496666,12.583333,12.166666,12.313333,9.085401,88608
2003-09-15,12.213333,12.333333,11.916666,11.993333,8.849292,36360
2003-09-16,11.860000,12.083333,11.083333,11.943333,8.812398,86484
2003-09-17,11.753333,12.083333,11.753333,11.876666,8.763206,99468
2003-09-18,11.876666,11.916666,11.010000,11.843333,8.738612,79104
2003-09-19,11.833333,11.916666,11.426666,11.733333,8.657448,90180
2003-09-22,11.750000,12.083333,11.750000,11.913333,8.790266,48192
2003-09-23,11.916666,12.510000,11.666666,12.370000,9.127212,125880
2003-09-24,12.343333,12.496666,12.166666,12.226666,9.021456,67620
2003-09-25,11.670000,12.420000,11.670000,11.830000,8.728775,32748
2003-09-26,11.716666,12.033333,11.670000,11.733333,8.657448,50256
2003-09-29,11.750000,12.046666,11.416666,11.530000,8.507418,75624
2003-09-30,11.950000,11.950000,11.500000,11.583333,8.546769,32568
2003-10-01,11.666666,12.526666,11.500000,12.030000,8.876345,287892
2003-10-02,12.030000,12.030000,12.030000,12.030000,8.876345,0
2003-10-03,12.500000,12.703333,12.416666,12.526666,9.242807,408672
2003-10-06,12.510000,12.663333,12.343333,12.510000,9.230511,221040
2003-10-07,12.510000,12.710000,12.510000,12.650000,9.333813,216936
2003-10-08,12.543333,12.660000,12.416666,12.500000,9.223136,101088
2003-10-09,12.500000,12.653333,12.446666,12.526666,9.242807,149760
2003-10-10,12.513333,12.700000,12.500000,12.570000,9.274783,256488
2003-10-13,12.510000,12.703333,12.510000,12.566666,9.272324,234108
2003-10-14,12.586666,12.666666,12.510000,12.543333,9.255109,167868
2003-10-15,12.166666,12.616666,12.166666,12.570000,9.274783,260940
2003-10-16,12.513333,12.583333,12.426666,12.510000,9.230511,203040
2003-10-17,12.426666,12.583333,12.253333,12.393333,9.144426,126624
2003-10-20,12.500000,12.500000,11.333333,11.993333,8.849292,79020
2003-10-21,11.676666,12.333333,11.676666,11.876666,8.763206,86184
2003-10-22,12.333333,12.476666,11.833333,11.983333,8.841908,78612
2003-10-23,12.460000,12.500000,11.946666,12.046666,8.888643,104472
2003-10-24,12.000000,12.333333,11.893333,11.936666,8.807478,54312
2003-10-27,11.916666,12.076666,11.666666,11.846666,8.741074,118488
2003-10-28,11.916666,12.083333,11.876666,11.950000,8.817316,191532
2003-10-29,12.000000,12.083333,11.876666,11.936666,8.807478,59844
2003-10-30,12.083333,12.086666,11.796666,11.996666,8.977092,76176
2003-10-31,11.983333,12.166666,11.836666,12.110000,9.061899,95736
2003-11-03,11.833333,12.736666,11.583333,12.676666,9.485938,376464
2003-11-04,12.500000,12.750000,12.500000,12.696666,9.500901,352260
2003-11-05,12.710000,12.793333,12.363333,12.713333,9.513376,175464
2003-11-06,12.750000,13.043333,12.676666,12.860000,9.623125,196788
2003-11-07,12.833333,12.916666,12.460000,12.536666,9.381173,114252
2003-11-10,11.166666,12.500000,11.166666,12.396666,9.276409,63672
2003-11-11,12.210000,12.500000,12.210000,12.400000,9.278910,110436
2003-11-12,12.293333,12.293333,11.833333,12.020000,8.994554,183684
2003-11-13,12.246666,12.246666,11.833333,11.950000,8.942171,87432
2003-11-14,11.920000,12.083333,11.860000,11.930000,8.927208,93960
2003-11-17,11.666666,12.333333,11.666666,12.263333,9.176639,154620
2003-11-18,12.486666,12.486666,12.053333,12.133333,9.079364,97764
2003-11-19,12.083333,12.126666,11.833333,11.870000,8.882311,84516
2003-11-20,12.000000,12.500000,11.863333,12.333333,9.229020,123456
2003-11-21,12.626666,12.626666,11.926666,12.476666,9.336279,126084
2003-11-24,12.260000,12.500000,12.143333,12.280000,9.189114,49200
2003-11-25,12.180000,12.496666,12.176666,12.386666,9.268931,64332
2003-11-26,12.386666,12.386666,12.386666,12.386666,9.268931,0
2003-11-27,12.416666,12.486666,12.343333,12.400000,9.278910,47148
2003-11-28,12.250000,12.436666,12.216666,12.236666,9.156683,91908
2003-12-01,12.480000,12.563333,12.093333,12.163333,9.101810,1111812
2003-12-02,12.333333,12.750000,12.180000,12.350000,9.241491,189456
2003-12-03,12.376666,12.496666,12.333333,12.420000,9.293877,72360
2003-12-04,12.343333,12.743333,12.343333,12.650000,9.465981,152028
2003-12-05,13.130000,13.670000,12.586666,13.600000,10.176863,575244
2003-12-08,13.683333,14.126666,13.433333,13.693333,10.246707,226104
2003-12-09,13.666666,14.163333,13.543333,13.686666,10.241718,104520
2003-12-10,13.583333,13.750000,13.376666,13.716666,10.264170,80868
2003-12-11,13.750000,13.833333,13.083333,13.443333,10.059636,150036
2003-12-12,13.583333,13.703333,13.136666,13.386666,10.017228,104892
2003-12-15,13.866666,13.866666,13.166666,13.463333,10.074601,168480
2003-12-16,13.583333,14.250000,13.543333,14.136666,10.578453,495528
2003-12-17,14.660000,14.660000,14.000000,14.043333,10.508610,201732
2003-12-18,14.416666,14.810000,13.750000,14.586666,10.915188,216144
2003-12-19,14.793333,14.793333,14.216666,14.593333,10.920174,168672
2003-12-22,14.583333,14.666666,14.013333,14.193333,10.620856,82884
2003-12-23,14.496666,14.500000,14.000000,14.086666,10.541039,98652
2003-12-24,14.010000,14.543333,13.683333,14.470000,10.827889,254532
2003-12-25,14.470000,14.470000,14.470000,14.470000,10.827889,0
2003-12-26,14.376666,14.916666,14.376666,14.496666,10.847839,130548
2003-12-29,14.583333,15.416666,14.583333,15.283333,11.436504,287460
2003-12-30,15.000000,15.250000,14.683333,15.086666,11.289337,170316
2003-12-31,15.083333,15.083333,14.710000,14.746666,11.034920,101988
2004-01-01,15.000000,15.016666,14.710000,14.716666,11.012466,56628
2004-01-02,14.993333,17.500000,14.753333,16.166666,12.097501,431964
2004-01-05,16.666666,17.333332,16.000000,16.283333,12.184800,343884
2004-01-06,15.883333,16.266666,15.750000,15.850000,11.860535,169572
2004-01-07,15.710000,15.793333,14.916666,14.986666,11.214506,234756
